318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
328,0,0,0,0,0,0,252,0,0,0,0,0,0,0,11,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,253,0,0,0,232,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,161,0,49,254,0,3,0,20,0,56,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,94,0,0,139,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,68,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0
329,0,0,0,0,0,0,252,0,0,0,0,0,0,0,73,0,0,0,0,253,193,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,255,0,0,44,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,240,254,0,0,0,253,0,0,0,4,0,0,0,0,0,0,252,0,0,0,0,0,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,252,0,210,254,0,11,0,217,0,253,0,0,0,0,0,59,253,0,0,0,0,0,0,0,0,6,0,0,253,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,191,21,0,0,188,0,0,0,0,0,0,0,0,0,0,220,25,0,122,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0
330,235,0,0,0,0,0,253,0,0,0,0,0,0,0,73,0,0,0,0,253,252,0,44,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,255,0,0,222,0,0,0,0,0,0,0,152,0,108,0,0,0,0,0,186,252,202,0,0,0,253,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,252,165,0,0,0,0,0,0,0,156,0,0,0,0,82,223,0,252,0,222,254,0,79,0,244,0,253,0,0,0,0,0,160,253,79,0,0,0,2,0,0,0,0,57,0,253,0,16,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,36,0,163,0,0,0,0,0,0,253,191,0,0,230,0,0,0,110,0,0,0,0,0,39,99,226,0,251,0,0,251,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,200,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0
331,253,0,199,0,0,0,252,0,182,0,0,0,0,0,197,195,0,0,0,54,203,152,159,22,0,0,0,0,0,0,0,0,0,199,154,0,0,0,114,0,0,251,0,0,0,0,22,0,0,252,0,209,11,0,0,0,0,252,252,19,0,0,0,253,0,0,0,0,0,0,0,0,0,0,151,0,0,105,0,0,252,253,166,0,0,0,0,0,0,242,0,0,0,0,253,60,0,252,0,253,229,0,110,0,37,0,253,0,0,0,0,64,203,253,231,0,6,0,155,0,0,0,0,238,0,253,0,246,0,0,0,0,0,56,169,0,0,150,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,212,0,250,0,0,0,88,0,0,178,254,0,253,62,0,0,0,253,0,0,0,34,0,226,0,253,0,251,0,0,251,0,0,185,0,0,0,0,0,18,0,30,0,0,29,0,28,200,254,0,0,0,0,0,86,0,0,0,0,0,0,81,0,254,0,0,103,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0
332,253,0,245,17,0,0,185,54,253,0,0,0,0,0,217,254,28,0,0,0,0,253,247,4,0,24,0,0,0,0,0,59,0,253,252,0,0,0,0,0,11,253,0,0,0,0,181,63,0,253,110,253,128,9,0,0,0,238,252,201,149,0,43,253,0,0,0,0,0,0,5,7,0,234,238,0,0,243,0,0,253,253,252,0,28,0,0,0,0,23,0,0,0,0,245,2,0,253,0,253,161,0,143,0,0,0,6,181,0,0,59,255,160,253,253,0,133,0,253,0,0,0,0,253,74,238,0,253,0,0,0,0,49,230,197,0,0,253,0,38,67,0,0,0,0,253,0,0,0,0,0,192,0,0,27,17,0,121,0,0,0,80,253,251,0,253,48,0,0,254,0,0,0,97,37,252,0,0,5,0,252,0,140,0,116,0,252,0,253,0,251,0,20,253,0,244,185,0,0,0,85,0,0,0,182,0,0,226,0,121,228,165,0,0,235,226,0,252,0,0,0,0,0,0,242,0,254,11,0,252,0,0,0,203,0,0,1,0,0,0,0,0,28,0,0
333,245,181,253,183,0,0,160,246,253,34,0,29,0,0,217,203,220,0,32,0,0,82,254,0,103,123,0,82,0,0,0,152,0,253,253,0,0,125,0,0,92,253,44,0,0,0,254,231,70,252,254,253,208,159,0,0,0,94,252,254,253,0,101,253,0,0,0,0,0,0,37,142,0,253,139,0,0,253,209,0,27,253,252,0,215,0,0,0,10,0,0,0,0,0,93,0,0,252,0,254,86,0,209,0,0,0,0,252,0,0,253,255,160,253,251,0,253,0,253,0,0,0,0,253,244,113,0,253,0,0,22,152,238,19,252,16,8,196,0,234,245,0,11,23,104,252,21,0,31,0,0,253,0,15,65,164,0,255,0,0,92,242,253,89,0,253,208,95,0,31,0,0,0,0,224,253,0,0,199,0,252,0,244,0,196,0,165,0,253,0,251,0,237,251,72,154,185,29,0,0,254,73,0,0,253,0,0,198,0,249,253,0,0,0,254,254,0,252,0,0,0,96,195,11,113,255,254,167,25,252,0,0,0,223,0,144,94,0,0,0,0,0,212,0,0
334,107,252,253,222,0,0,88,253,191,129,0,196,70,0,218,56,253,0,223,0,0,0,254,0,252,252,0,225,64,0,0,225,0,253,64,0,0,253,0,0,254,253,229,0,0,0,253,251,254,253,207,253,244,253,41,0,0,67,252,181,253,0,250,253,0,57,0,0,0,0,0,234,0,253,0,0,0,169,253,0,88,237,252,0,254,217,0,0,190,0,128,50,0,15,0,0,12,252,0,253,19,0,209,0,0,0,0,253,0,0,253,191,160,253,225,0,251,0,251,13,0,54,0,253,252,215,0,253,107,0,169,203,253,0,253,191,233,0,0,252,253,0,2,66,246,252,176,27,214,0,0,237,244,196,186,253,0,219,96,23,253,252,253,0,0,253,253,251,0,0,0,0,0,0,253,252,0,0,254,0,252,0,252,32,254,9,133,0,36,50,251,80,253,251,254,0,53,203,0,0,253,254,0,0,253,0,0,86,2,239,253,0,0,0,84,231,4,252,0,0,27,254,253,171,0,255,153,250,168,252,0,93,63,253,134,253,233,0,0,0,37,0,253,0,188
335,0,253,240,192,0,110,5,68,247,4,179,254,0,0,247,0,253,0,207,0,0,0,254,0,187,252,0,254,255,0,0,225,0,253,0,0,14,254,0,30,253,253,254,0,0,109,253,251,254,212,193,241,253,253,0,0,110,224,252,9,215,0,253,253,0,199,0,0,0,145,0,227,27,253,0,0,0,2,253,0,112,238,252,0,237,252,36,0,254,0,255,222,0,160,0,0,230,252,0,235,0,119,253,0,0,0,0,210,79,0,253,64,108,253,41,21,169,0,250,183,0,184,0,253,252,253,0,237,253,0,253,0,253,0,252,253,152,0,0,252,182,0,0,0,253,252,254,215,160,0,208,58,243,253,242,253,0,30,254,118,255,252,253,0,0,253,253,251,0,0,7,36,0,0,224,81,0,0,254,0,252,76,133,151,254,108,32,0,0,186,251,238,236,251,220,0,31,228,0,0,234,254,0,0,253,105,0,86,66,253,253,0,72,0,0,0,137,252,0,0,98,254,164,252,0,0,189,107,253,252,0,254,107,252,252,128,253,0,0,0,251,0,253,0,253
336,0,252,90,99,0,247,126,0,253,0,254,224,0,93,252,0,253,0,0,0,0,0,254,0,13,252,0,254,255,0,0,254,0,253,0,0,210,253,0,14,254,253,254,60,0,252,216,253,254,253,40,242,253,158,0,0,253,217,252,0,111,0,253,253,0,253,41,0,15,236,0,130,187,253,0,86,40,0,253,0,112,253,141,0,101,103,239,79,146,0,255,253,128,253,0,0,255,252,0,245,0,108,253,0,0,0,0,128,231,0,253,0,253,253,0,94,20,0,248,252,0,253,0,253,147,253,0,214,253,0,253,0,230,0,252,252,3,0,0,237,178,0,0,0,252,252,225,254,8,0,253,0,48,250,165,254,110,0,254,254,253,208,253,0,0,252,253,251,0,0,142,58,0,0,255,0,32,0,254,0,253,254,31,253,254,202,118,0,0,253,253,253,102,251,72,0,0,77,8,79,162,238,0,0,253,254,0,226,242,236,253,0,233,0,0,0,251,209,0,27,98,249,0,252,0,128,253,10,201,253,29,212,170,253,253,92,253,0,0,24,251,21,156,0,227
337,0,252,29,99,0,253,252,0,149,0,185,42,0,255,252,0,217,0,0,0,132,0,254,0,0,220,0,235,255,0,177,253,0,254,0,102,250,135,0,0,131,253,240,143,24,252,138,251,197,252,0,241,253,0,0,145,221,53,252,0,204,0,253,242,0,252,221,0,18,0,0,0,254,253,0,225,196,0,206,0,112,253,0,253,18,0,70,253,0,0,255,252,255,254,9,0,219,253,90,253,0,0,253,0,15,82,7,168,253,0,254,0,252,253,0,217,0,95,248,254,0,253,0,254,148,253,78,130,216,0,250,0,254,56,252,71,0,0,0,226,178,10,0,0,148,253,134,253,0,0,255,0,0,231,83,253,254,0,95,254,228,86,253,0,0,63,253,120,0,0,253,58,0,0,233,233,254,0,224,0,252,253,0,203,254,0,149,0,5,253,251,253,0,253,0,0,0,0,90,253,138,132,0,0,253,253,196,170,253,204,253,0,254,0,0,0,253,110,10,216,101,244,0,226,0,255,254,0,27,252,141,18,251,252,252,0,251,0,0,252,253,213,22,0,44
338,0,252,29,99,0,253,252,0,0,0,4,0,0,254,253,0,26,0,0,0,252,0,254,0,0,199,27,72,64,0,252,253,0,253,0,254,58,19,141,0,92,253,62,142,254,252,57,251,48,253,0,170,253,0,0,253,123,109,253,0,253,46,253,195,0,252,250,0,18,0,17,44,252,253,0,147,236,0,8,0,112,206,0,251,7,0,0,252,0,0,255,135,255,254,173,0,38,252,253,254,0,0,249,6,183,251,253,108,251,0,253,0,252,253,41,218,0,253,248,225,0,253,239,253,210,253,254,87,0,0,89,0,253,211,253,0,0,0,0,225,188,40,0,33,6,252,24,253,70,175,228,0,0,134,83,253,254,0,0,252,47,11,253,0,0,0,253,0,150,0,245,58,0,114,240,252,249,48,212,0,252,192,0,198,243,118,252,146,96,253,251,253,0,169,0,0,0,0,248,251,88,11,0,0,253,253,221,0,251,112,253,83,253,0,0,34,169,0,212,253,235,205,0,128,57,191,254,120,0,110,226,173,252,253,252,0,146,0,169,252,251,254,0,11,218
339,109,253,25,99,0,238,22,24,0,0,26,0,0,137,252,0,201,0,0,0,213,0,254,42,0,176,210,6,0,0,252,253,0,253,0,253,0,0,170,0,253,253,4,104,151,0,10,251,0,252,0,251,253,0,92,253,0,245,252,0,253,253,253,253,0,252,250,49,32,0,210,202,156,253,0,141,254,22,0,110,142,253,73,251,50,0,0,195,0,0,0,39,0,187,245,0,0,252,253,253,0,0,243,215,150,254,253,232,251,0,253,0,45,253,226,227,0,249,250,84,0,179,253,253,22,253,162,19,0,0,49,16,253,254,252,0,0,0,0,225,253,70,0,225,0,246,0,253,254,253,32,0,0,11,171,26,127,0,0,143,0,0,253,0,0,0,253,175,253,0,180,133,0,213,253,253,0,251,219,67,252,5,31,235,254,247,253,252,235,228,251,236,0,15,170,0,15,0,254,251,73,0,173,0,253,253,15,198,176,189,253,218,234,0,0,240,25,0,253,253,235,152,0,21,249,0,254,254,0,0,255,217,252,252,252,0,94,0,252,252,251,255,0,70,121
340,170,252,253,99,0,138,0,243,0,0,200,0,0,5,252,200,253,191,48,0,10,0,254,253,0,216,253,34,0,68,197,253,0,253,0,254,0,0,114,0,254,253,0,64,0,0,0,251,0,253,169,253,227,0,253,72,0,252,252,0,253,231,253,253,237,252,252,247,136,0,253,227,32,253,0,161,246,250,0,254,252,204,102,251,251,0,0,0,0,13,0,0,0,254,183,0,0,252,242,253,0,0,252,248,0,254,253,252,251,154,253,0,0,253,251,252,0,69,253,17,61,14,129,253,140,253,23,12,0,0,127,11,165,73,252,0,0,0,70,243,89,84,0,253,0,225,0,122,6,253,0,0,0,103,245,0,0,0,0,15,114,28,253,96,114,0,253,251,207,0,132,155,107,0,88,50,0,233,254,216,252,0,189,150,254,21,250,252,253,253,213,162,0,0,254,0,194,75,232,142,253,108,252,0,253,253,0,198,183,253,247,242,253,0,0,254,0,0,151,253,235,247,0,6,129,0,254,7,0,0,255,0,252,253,252,1,99,171,252,147,251,99,0,138,0
341,253,133,253,147,0,10,0,106,0,65,254,0,162,0,252,174,253,255,239,0,0,152,254,253,22,252,253,238,0,150,0,253,0,72,17,50,0,0,255,0,253,242,0,64,0,0,0,253,0,50,250,244,220,0,255,0,107,252,240,0,173,33,253,253,253,159,169,253,166,0,137,17,0,253,0,199,226,253,0,216,252,0,252,71,254,0,0,0,0,191,128,0,0,180,0,0,0,252,27,235,0,5,253,28,0,190,191,252,251,253,253,0,0,253,251,252,144,0,253,229,253,0,0,253,250,253,0,12,0,0,246,0,0,0,215,0,1,0,240,252,0,40,0,206,0,225,83,0,0,0,0,156,0,235,85,49,0,0,0,0,253,7,253,251,253,16,139,251,21,26,42,200,233,0,0,0,0,12,254,253,253,81,4,7,254,0,165,112,233,158,59,11,0,0,240,0,252,236,143,0,254,254,145,50,253,253,0,0,253,252,27,220,254,85,0,107,0,0,0,253,235,254,93,134,0,0,254,0,7,0,255,0,252,252,253,144,147,254,0,0,251,0,0,194,0
342,253,0,253,250,0,150,0,0,0,237,254,0,253,0,253,0,53,255,223,0,0,253,254,253,219,252,190,254,0,239,0,253,0,0,196,0,0,0,255,166,0,235,0,60,0,0,0,251,0,0,147,132,253,0,253,0,253,213,244,35,0,0,250,253,253,0,20,209,255,0,0,0,50,253,0,253,254,123,0,13,253,0,252,0,216,73,0,0,0,181,255,0,0,0,0,0,0,116,0,0,0,52,20,0,0,22,0,253,232,120,254,0,0,249,253,253,253,0,253,254,253,0,0,253,230,253,0,180,0,0,253,0,0,0,0,0,83,0,254,253,0,62,55,31,0,226,236,0,0,0,0,253,0,194,0,0,0,0,0,0,253,62,253,251,253,199,0,251,0,238,187,253,233,0,0,0,0,0,254,253,27,253,0,0,254,0,0,0,40,0,0,63,0,0,20,0,252,253,1,0,115,254,0,244,253,253,0,0,245,252,0,45,233,253,0,0,16,0,0,107,235,130,253,204,0,64,254,0,152,0,255,0,250,253,252,253,220,142,0,0,253,0,0,242,0
343,253,0,253,253,0,253,0,0,0,253,254,0,199,0,180,0,0,64,16,33,0,255,254,47,252,252,0,143,0,254,0,226,159,0,253,0,0,26,141,254,0,161,0,0,0,0,0,113,0,0,6,0,253,0,82,0,67,63,252,233,0,0,161,253,145,0,0,0,106,0,0,0,254,253,0,254,245,0,0,0,152,0,252,0,0,252,0,0,66,6,255,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,179,77,0,39,0,0,181,251,159,42,0,113,249,36,0,0,119,0,253,0,253,0,5,193,0,0,0,0,0,26,0,253,167,0,92,230,0,0,72,254,0,0,0,0,78,0,205,0,0,0,0,0,245,84,199,253,31,84,253,0,231,0,254,253,253,145,0,0,0,0,0,254,163,0,253,16,0,254,0,0,0,0,0,0,253,0,0,0,0,119,232,0,0,0,250,0,228,253,253,0,0,38,217,0,0,0,253,0,0,123,36,0,0,148,0,221,253,0,255,254,0,254,0,198,0,214,131,252,252,232,2,0,0,107,0,0,251,0
344,174,0,129,253,0,253,0,0,0,253,254,0,0,0,21,0,0,0,0,253,0,91,254,0,252,208,0,121,0,253,0,69,254,0,228,0,0,142,0,53,0,48,0,0,0,0,31,0,0,0,0,0,253,0,0,0,0,0,252,168,0,0,0,253,0,0,0,0,2,0,0,0,236,197,0,255,200,0,0,0,31,0,98,0,0,229,0,0,167,0,128,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,17,164,0,0,0,0,32,0,0,0,0,0,210,0,253,0,85,0,0,0,0,0,0,0,0,100,0,0,40,254,0,0,0,140,0,0,0,0,0,0,247,0,0,0,0,0,254,0,252,170,0,0,253,0,0,0,36,72,155,4,0,0,0,0,0,181,38,0,57,23,0,87,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,111,0,29,253,232,0,0,0,37,0,0,0,112,0,0,235,135,0,0,45,0,0,252,0,255,164,0,253,0,86,0,0,0,218,215,100,0,0,0,0,0,0,254,0
345,0,0,7,144,0,253,0,0,0,89,155,0,0,0,0,0,0,0,0,172,0,0,248,0,175,0,0,5,0,253,0,0,139,0,21,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,13,52,0,255,206,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,193,0,44,0,0,0,0,0,0,0,0,0,0,0,40,135,0,0,0,13,0,0,0,0,0,0,243,0,0,0,0,0,236,0,252,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,35,205,0,0,0,0,0,0,0,0,0,0,253,252,0,0,0,0,0,252,0,64,0,0,123,0,0,0,0,0,14,0,0,0,0,0,0,0,0,255,0
